phrase,esco_uri,esco_label,cosine_sim,matched
algebra geometry,http://data.europa.eu/esco/skill/21dfab2e-f954-49ab-8fb6-18cc98cf10bb,geometry,0.8545,True
algebra geometry framework,,,0.7274,False
algebra limits,,,0.5998,False
algebra present algorithms,,,0.6587,False
algebraic,http://data.europa.eu/esco/skill/55e910e4-736d-44cf-bfa9-b15adc5d91d2,algebra,0.7949,True
algebraic equations,,,0.7206,False
algebraic equations course,,,0.7127,False
algebraic equations effective,,,0.4951,False
algebraic geometry includes,,,0.5468,False
algebraic structures,,,0.5175,False
algebraic surfaces second,,,0.5497,False
algorithm,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.8807,True
algorithm analysis,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.8329,True
algorithm analysis strategies,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.7615,True
algorithm concept recursive,,,0.5987,False
algorithm construction,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.8009,True
algorithm design divide,,,0.5722,False
algorithm factoring integers,,,0.4377,False
algorithm recursive,,,0.6433,False
algorithm theories,,,0.7285,False
algorithm theories object,,,0.5874,False
algorithm theory,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.8198,True
algorithmic,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.8088,True
algorithmic algebra,,,0.6806,False
algorithmic algebra rings,,,0.4704,False
algorithmic combinatorics,,,0.6833,False
algorithmic foundations blockchain,,,0.6516,False
algorithmic languages,,,0.6615,False
algorithmic thinking,,,0.6551,False
algorithmic thinking algorithms,,,0.6518,False
algorithms,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,1.0,True
algorithms according,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.9287,True
algorithms according data,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.8027,True
algorithms algorithmic,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.8749,True
algorithms algorithmic languages,,,0.6844,False
algorithms algorithms main,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.8741,True
algorithms approximate,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.7924,True
algorithms best approximate,,,0.6929,False
algorithms bioinformatics,,,0.697,False
algorithms bioinformatics course,,,0.6358,False
algorithms character recognition,,,0.7247,False
algorithms classical algorithms,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.8307,True
algorithms complete,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.7948,True
algorithms complexity,,,0.746,False
algorithms complexity discrete,,,0.6284,False
algorithms computational,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.8991,True
algorithms constructing,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.8726,True
algorithms correctness,,,0.7258,False
algorithms correctness space,,,0.56,False
algorithms course aims,,,0.6137,False
algorithms data,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.7706,True
algorithms data needed,,,0.748,False
algorithms data processing,,,0.7219,False
algorithms data science,http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01,data science,0.7719,True
algorithms detect faults,,,0.5911,False
algorithms elements,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.7892,True
algorithms elements algorithms,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.7974,True
algorithms embedded,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.7882,True
algorithms familiarize,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.8142,True
algorithms finance,,,0.6178,False
algorithms learn novel,,,0.6668,False
algorithms led,,,0.6758,False
algorithms linear,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.7601,True
algorithms linear algebra,,,0.6935,False
algorithms machine,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.8147,True
algorithms machine formulate,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.7686,True
algorithms machine learning,http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43,machine learning,0.89,True
algorithms main,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.8342,True
algorithms main graph,,,0.7021,False
algorithms market analysis,http://data.europa.eu/esco/skill/b011c8b4-76e1-4bbc-8bb9-1d205e7b618a,market analysis,0.8212,True
algorithms mathematical,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.8919,True
algorithms mathematical logic,,,0.7237,False
algorithms methods,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.8796,True
algorithms methods proposed,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.7955,True
algorithms modeling,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.7869,True
algorithms modeling logical,,,0.718,False
algorithms modeling typical,,,0.6467,False
algorithms necessary,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.8253,True
algorithms necessary automated,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.8036,True
algorithms optimal,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.8517,True
algorithms optimal approximate,,,0.6508,False
algorithms proposed,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.8683,True
algorithms proposed np,,,0.7212,False
algorithms query execution,,,0.5865,False
algorithms repair memory,,,0.4867,False
algorithms rl,,,0.7227,False
algorithms rl students,,,0.6308,False
algorithms selected,,,0.7331,False
algorithms skills,,,0.6811,False
algorithms solving linear,,,0.676,False
algorithms synthesis control,,,0.6061,False
algorithms techniques,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.8823,True
algorithms test frameworks,,,0.5887,False
algorithms testing,,,0.6646,False
algorithms testing fault,,,0.4993,False
algorithms underlying blockchain,,,0.633,False
algorithms used bioinformatics,,,0.6672,False
algorithms used data,,,0.7412,False
algorithms used machine,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.824,True
algorithms used software,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.8287,True
align technical,,,0.6256,False
align technology digital,,,0.5334,False
aligned retention goals,,,0.6353,False
aligning,,,0.6728,False
alignment,,,0.6507,False
alignment agile,,,0.6563,False
alignment evolving business,,,0.6872,False
alignment goals,,,0.5644,False
alignment packages blast,,,0.4854,False
alignment sprint,,,0.4172,False
alignment strategic goals,,,0.673,False
alignment support,,,0.589,False
alignment timely delivery,,,0.506,False
alignment tracking,,,0.6247,False
alive role,,,0.585,False
alliances partnerships negotiate,http://data.europa.eu/esco/skill/10ff3d22-1f29-48bc-98e4-63fc61c78034,social alliances,0.7658,True
alliances zero sum,,,0.6321,False
allocation,,,0.6519,False
allocation testing reporting,,,0.5288,False
allow,,,0.4708,False
allowance,,,0.5271,False
allowing,,,0.4874,False
allowing individual group,,,0.5793,False
alongside gcp skill,,,0.475,False
alongside involves,,,0.4014,False
alphas,,,0.4259,False
altamira software development,,,0.4944,False
alternative,,,0.5627,False
alternative energy,http://data.europa.eu/esco/skill/8f585def-6ade-41b3-b897-3d71fba4151d,alternative energy,1.0,True
alternative energy course,http://data.europa.eu/esco/skill/8f585def-6ade-41b3-b897-3d71fba4151d,alternative energy,0.7887,True
alternative energy generation,http://data.europa.eu/esco/skill/8f585def-6ade-41b3-b897-3d71fba4151d,alternative energy,0.8609,True
alternatives easyapache team,,,0.3872,False
aluminum,http://data.europa.eu/esco/skill/b413a662-2af0-41c6-8dce-5f83bffc82ea,aluminium alloys,0.7776,True
alumni,,,0.506,False
alumni engagement coordinator,,,0.4937,False
alumni multiple channels,,,0.5388,False
amazing global,,,0.4122,False
amazing global version,,,0.3709,False
amazing teamwork gmt,,,0.4929,False
amazon,,,0.4933,False
amazon bedrock,,,0.3817,False
amazon noon ikea,,,0.5702,False
amazon web,,,0.4605,False
amazon web services,,,0.6878,False
ambiguity,,,0.4833,False
ambiguous,,,0.4664,False
ambition,,,0.5185,False
ambitious minds care,,,0.4971,False
ambitious owning scaling,,,0.4911,False
amd,,,0.4749,False
america,,,0.5051,False
american,,,0.5741,False
american technology company,,,0.5494,False
amg attendance taxservice,,,0.4662,False
aml,,,0.53,False
aml ctf gambling,,,0.6199,False
aml onboarding activation,,,0.3765,False
aml responsible gambling,http://data.europa.eu/esco/skill/8f15b22d-930e-4842-80dc-5cab28ac71fc,responsible gambling,0.7964,True
amlaw 100,,,0.4458,False
amounts data computer,,,0.6029,False
amounts data introduce,,,0.5899,False
amounts data machine,,,0.5704,False
amp,,,0.5129,False
analog,,,0.6253,False
analog converters,,,0.6201,False
analog converters labview,,,0.4753,False
analog digital,,,0.6525,False
analog ic layouts,,,0.4806,False
analog signal digitization,,,0.6515,False
analog signals present,,,0.6403,False
analyses,,,0.7374,False
analyses field,,,0.7121,False
analyses generalized,,,0.5485,False
analyses generalized inverses,,,0.3251,False
analysis,,,0.725,False
analysis aim,,,0.6712,False
analysis aim applied,,,0.6188,False
analysis algorithms instructor,,,0.5885,False
analysis analysis,,,0.724,False
analysis automation experience,,,0.5717,False
analysis big,,,0.651,False
analysis big data,http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5,analyse big data,0.8921,True
analysis binomial transform,,,0.3613,False
analysis biological mathematical,,,0.6481,False
analysis cluster,,,0.6193,False
analysis cluster analysis,,,0.6285,False
analysis code various,,,0.5681,False
analysis combinatorial,,,0.4484,False
analysis combinatorial algorithms,,,0.6843,False
analysis customer,,,0.7142,False
analysis data,http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f,perform data analysis,0.8494,True
analysis data analysis,http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f,perform data analysis,0.835,True
analysis design,,,0.6703,False
analysis design control,http://data.europa.eu/esco/skill/d560df46-dda4-4407-bab2-b87353a96814,design control systems,0.7749,True
analysis design design,,,0.6374,False
analysis design management,http://data.europa.eu/esco/skill/33a0a2ea-025e-4107-8717-39ac45b3b78c,design management,0.7654,True
analysis design methods,,,0.6052,False
analysis design object,,,0.5863,False
analysis design solutions,,,0.6085,False
analysis design studying,,,0.6455,False
analysis economic,http://data.europa.eu/esco/skill/88af9294-b697-4687-ae19-aefbb6234dfa,economics,0.79,True
analysis eda identify,,,0.4669,False
analysis effects inflation,,,0.4786,False
analysis elements,,,0.6135,False
analysis evaluation,http://data.europa.eu/esco/skill/457c2e47-07e6-4073-827e-e1c21f3e5869,evaluation theory ,0.7526,True
analysis evaluation algorithms,,,0.7313,False
analysis experiments engineering,,,0.621,False
analysis forecasting excellent,,,0.6943,False
analysis forecasting introduce,,,0.7173,False
analysis formulation,,,0.6061,False
analysis formulation obtained,,,0.4956,False
analysis formulation presentation,,,0.5381,False
analysis fourth,,,0.5675,False
analysis fourth section,,,0.4716,False
analysis functional,,,0.5567,False
analysis functional analysis,,,0.5012,False
analysis functions,,,0.5271,False
analysis fundamentals distributed,,,0.572,False
analysis implementations marketing,,,0.6857,False
analysis improve marketing,,,0.7148,False
analysis integer programming,,,0.492,False
analysis introduce,,,0.7094,False
analysis introduce lebesgue,,,0.4621,False
analysis introduction game,,,0.6023,False
analysis issues simulation,,,0.6112,False
analysis life cycle,,,0.7328,False
analysis linear,,,0.5019,False
analysis main,,,0.6921,False
analysis modelling,,,0.6927,False
analysis modelling bi,,,0.5652,False
analysis modern,,,0.6105,False
analysis modern applications,,,0.5398,False
analysis necessary,,,0.6431,False
analysis network based,,,0.5685,False
analysis ngs omics,,,0.4315,False
analysis numeracy skills,http://data.europa.eu/esco/skill/5dd01a1e-7ba0-4b7f-a76c-ed811c12bfde,apply numeracy skills,0.8634,True
analysis op amp,,,0.3999,False
analysis operation,,,0.7083,False
analysis operation research,,,0.7217,False
analysis optimization,,,0.5848,False
analysis optimization abilities,,,0.5903,False
analysis particularly,,,0.6715,False
analysis parts,,,0.64,False
analysis parts foundational,,,0.5745,False
analysis present,,,0.6014,False
analysis pricing limits,,,0.6587,False
analysis programming,,,0.6437,False
analysis programs,,,0.677,False
analysis programs applied,,,0.6863,False
analysis provide,,,0.7195,False
analysis python,,,0.7028,False
analysis python programming,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,Python (computer programming),0.8017,True
analysis random,,,0.5482,False
analysis reports markdown,,,0.625,False
analysis represent,,,0.6971,False
analysis rn introduce,,,0.5983,False
analysis section,,,0.6073,False
analysis solve,,,0.5697,False
analysis statistics students,,,0.66,False
analysis students,,,0.6785,False
analysis syntactic,,,0.5768,False
analysis technologies,,,0.6664,False
analysis technologies software,http://data.europa.eu/esco/skill/c95c29fe-3971-46b7-80e9-1f7e75ba99b3,use specific data analysis software,0.8053,True
analysis test documentation,,,0.6416,False
analysis tools,,,0.7018,False
analysis urban phenomena,,,0.5957,False
analysis visualization,,,0.7082,False
analysis visualization methods,,,0.7217,False
analysis ներկայացնել տարբերական,,,0.4443,False
analysistest scenario design,,,0.5854,False
analyst,,,0.563,False
analyst clients,,,0.6248,False
analyst ensure reliability,,,0.5187,False
analyst event tracking,,,0.583,False
analyst expertise biology,,,0.5651,False
analyst game join,,,0.4933,False
analyst ideally,,,0.4909,False
analyst join pos,,,0.4061,False
analyst netsuite expertise,,,0.5694,False
analyst product analyst,,,0.567,False
analyst product platform,,,0.5665,False
analyst softconstruct,,,0.3779,False
analyst teams devops,,,0.7046,False
analyst2,,,0.5571,False
analysts spot anomalies,,,0.6548,False
analysts understand interpret,,,0.5924,False
analysts understand player,,,0.591,False
analysts world,,,0.5493,False
analystsautomate scenario runs,,,0.512,False
analytic,,,0.5799,False
analytic geometry,,,0.6766,False
analytic geometry elementary,,,0.6367,False
analytical,http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137,think analytically,0.7528,True
analytical applied,,,0.7457,False
analytical applied final,,,0.6267,False
analytical arise,,,0.7273,False
analytical arise computational,,,0.6944,False
analytical conceptual skills,,,0.6061,False
analytical dwhs,,,0.466,False
analytical geometry,http://data.europa.eu/esco/skill/21dfab2e-f954-49ab-8fb6-18cc98cf10bb,geometry,0.7631,True
analytical geometry analytic,,,0.6293,False
analytical geometry present,,,0.7088,False
analytical market analyst,http://data.europa.eu/esco/skill/b011c8b4-76e1-4bbc-8bb9-1d205e7b618a,market analysis,0.7574,True
analytical mindset ability,,,0.7308,False
